name,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,city,missing_flag
Chinatown Single Bedroom,Chinatown,42.348116363319,-71.06165024013819,Private room,2,1.0,1.0,1.0,93.0,0.6,Boston,0
"Lux 1BR in Chinatown w/WiFi, Gym",Chinatown,42.350546452659664,-71.06060285046114,Entire home/apt,3,1.0,1.0,2.0,199.0,0.94,Boston,1
LUX Boston 2BR Apt. Logan Airport,Chinatown,42.35090794513311,-71.06197529166677,Entire home/apt,5,2.0,2.0,2.0,299.0,1.0,Boston,0
[1168-2C]Elegant 2BRs - Downtown Boston,Chinatown,42.35072285766954,-71.0629373296799,Entire home/apt,4,2.0,2.0,2.0,349.0,0.97,Boston,0
Waterfront Northend Condo,Allston-Brighton,42.366226191464136,-71.05225031339678,Entire home/apt,1,1.0,1.0,2.0,275.0,0.94,Boston,1
"Great 2 bedrooms, 2 baths North End (M-G2)",North End,42.36502856964341,-71.05216156634643,Entire home/apt,4,2.0,2.0,4.0,299.0,0.94,Boston,1
White Elephant Inn - Downtown! ,North End,42.36398159000662,-71.0503089596237,Entire home/apt,10,2.0,3.0,6.0,375.0,0.94,Boston,1
North End Boston Studio Condo,North End,42.3660901411692,-71.0525546517861,Entire home/apt,4,1.0,1.0,2.0,140.0,0.96,Boston,1
Couch perfect for short stay!,North End,42.36442861088294,-71.05601661847707,Shared room,1,1.0,1.0,1.0,35.0,0.94,Boston,1
Spacious 2 story home in Boston's North End,Allston-Brighton,42.36468987342734,-71.05291980991579,Private room,2,1.0,1.0,1.0,159.0,1.0,Boston,1
bedroom in North End,Allston-Brighton,42.36662093236593,-71.05543429092167,Private room,1,1.0,1.0,1.0,84.0,0.95,Boston,1
Cozy Apartment with Great Views!,North End,42.36702083461885,-71.05420896843187,Private room,1,1.0,1.0,1.0,100.0,0.94,Boston,1
Modern 2 bed in Heart of North End,North End,42.36567956847562,-71.05666097451633,Entire home/apt,4,1.0,2.0,2.0,125.0,0.8,Boston,0
"Boston's North End-""Little Italy""",North End,42.36399220621725,-71.05488132772017,Entire home/apt,2,1.0,1.0,1.0,150.0,0.93,Boston,0
"private BR in North end, Boston",Allston-Brighton,42.36662779307261,-71.05450943223703,Private room,1,1.0,1.0,1.0,79.0,0.98,Boston,1
North End 2 BR | 1 BA Duplex in Little Italy,North End,42.36784682332886,-71.05300114479144,Entire home/apt,6,1.0,2.0,2.0,320.0,0.94,Boston,0
"In the heart of North End, Boston.",North End,42.3664654444147,-71.05375655569645,Entire home/apt,2,1.0,1.0,2.0,180.0,0.97,Boston,0
Cozy North End Studio,North End,42.3673258809032,-71.05478010069912,Entire home/apt,3,1.0,0.0,1.0,150.0,1.0,Boston,0
Stunning Luxury North End Loft!,North End,42.36561866703261,-71.0569766850338,Entire home/apt,3,1.0,1.0,2.0,125.0,0.94,Boston,0
North End Gem,North End,42.36638187981247,-71.05587868288846,Entire home/apt,2,1.0,1.0,1.0,145.0,1.0,Boston,0
Old North Parlor Flat on the Court,North End,42.36722285530586,-71.05736032911761,Entire home/apt,2,1.0,1.0,1.0,125.0,0.88,Boston,0
Boston North End Enchanted  Cottage,North End,42.36863498806691,-71.05699527150583,Entire home/apt,2,1.0,1.0,1.0,171.0,0.94,Boston,1
"""La Gemma"" - a gem in the North End",Allston-Brighton,42.36782034043131,-71.05324154922886,Entire home/apt,4,1.5,2.0,2.0,285.0,0.99,Boston,1
Modern North End 1BR Apartment,North End,42.36454384616049,-71.05326897239354,Entire home/apt,3,1.0,1.0,2.0,210.0,0.87,Boston,0
North End Gem,North End,42.36543143382386,-71.05735140792984,Entire home/apt,8,1.5,1.0,5.0,350.0,1.0,Boston,1
Cozy 2BD North End apt,North End,42.36424351384748,-71.05617538252366,Entire home/apt,3,1.0,2.0,1.0,182.0,0.98,Boston,0
"Simple, comfortable and convenient",North End,42.36591852353609,-71.0531419142005,Entire home/apt,2,1.0,1.0,1.0,200.0,1.0,Boston,0
"2 Bedroom North End, Walk to Everything, Cozy!",North End,42.36592932232204,-71.05660255147694,Entire home/apt,5,1.0,2.0,2.0,260.0,0.94,Boston,1
Boston Apartment (North End),North End,42.36520054594843,-71.05823467208315,Entire home/apt,2,1.0,1.0,1.0,200.0,0.97,Boston,0
Downtown Boston semi-private room,North End,42.36102238918389,-71.05276752955334,Private room,2,1.0,1.0,2.0,150.0,0.6,Boston,0
Modern North End Studio,North End,42.367071139848434,-71.05364659498184,Entire home/apt,2,1.0,0.0,1.0,120.0,0.88,Boston,0
Cozy Bedroom in the North End,Allston-Brighton,42.36555257195966,-71.05081602447373,Private room,3,1.0,1.0,1.0,102.0,0.94,Boston,1
Cozy North End Studio - Perfect location!,North End,42.368682503928206,-71.05430825519376,Entire home/apt,2,1.0,0.0,1.0,210.0,1.0,Boston,0
Artist 1BR Loft in North End,North End,42.36396139522814,-71.05462384037729,Entire home/apt,3,1.0,1.0,2.0,159.0,0.96,Boston,0
Private Queen room and Loft with 2 single beds,North End,42.36666014481944,-71.05209407170254,Private room,4,1.0,1.0,3.0,120.0,0.98,Boston,0
Charming 1-bedroom in the North End,North End,42.36378220194202,-71.0556432174484,Entire home/apt,3,1.0,1.0,2.0,150.0,0.84,Boston,0
Heart of Historic North End,Allston-Brighton,42.367280349196605,-71.0551296115384,Entire home/apt,4,1.0,1.0,1.0,149.0,0.8,Boston,1
Spacious & private in the heart of the north end,North End,42.365298397876174,-71.05467504749075,Entire home/apt,2,1.0,0.0,1.0,115.0,0.93,Boston,0
North End Oasis,North End,42.3648669275906,-71.05769065375229,Entire home/apt,2,1.0,0.0,1.0,150.0,0.98,Boston,0
North End Apartment!,North End,42.36492961523601,-71.05645064810786,Entire home/apt,4,1.0,2.0,2.0,220.0,1.0,Boston,0
"Beth's Place, feel at home.",North End,42.3666603909518,-71.05315577538693,Private room,2,1.0,1.0,1.0,110.0,0.98,Boston,0
Under the Light of Old North Church,North End,42.36639330636225,-71.05536891439704,Entire home/apt,2,1.0,1.0,1.0,125.0,0.88,Boston,0
New renovation on the Freedom Trail,North End,42.36523984386283,-71.05213404975486,Entire home/apt,4,1.0,2.0,2.0,310.0,0.93,Boston,0
1BR Apartment - North End,North End,42.36420990160985,-71.05407737754429,Entire home/apt,3,1.0,1.0,1.0,160.0,0.94,Boston,0
2 Bedroom in Boston's North End,North End,42.365783131837766,-71.05337556191989,Private room,4,1.0,1.0,2.0,175.0,0.86,Boston,0
Designer 1BR North End Modern Cove,North End,42.36573321833043,-71.05535836461945,Entire home/apt,4,1.0,1.0,1.0,159.0,0.97,Boston,0
Yacht Rental Lola Downtown Boston! ,North End,42.36397760074736,-71.04953482591641,Entire home/apt,5,1.5,2.0,4.0,190.0,0.94,Boston,0
"Boston's favorite ""Little Italy""",Allston-Brighton,42.36430462334565,-71.0561667377658,Entire home/apt,4,1.0,1.0,2.0,165.0,0.83,Boston,1
16 Battery McPhee’s Apartment (#1R),North End,42.36684600716925,-71.05118641450538,Entire home/apt,6,1.0,2.0,3.0,195.0,0.87,Boston,0
16 Battery Cindy’s Apartment (#G),North End,42.36566298841409,-71.05130540181472,Entire home/apt,4,1.0,2.0,2.0,195.0,0.84,Boston,0
Beautiful 2 Bedroom North End Apt,North End,42.36296395331412,-71.05608132274628,Entire home/apt,4,1.0,2.0,2.0,300.0,0.93,Boston,0
16 Battery Weston’s Apartment (#1F),North End,42.36573203591357,-71.05300052780038,Entire home/apt,3,1.0,1.0,2.0,135.0,0.75,Boston,0
MedaevalModernHaven in the NorthEnd,North End,42.36758116315518,-71.05611277750177,Entire home/apt,2,1.0,1.0,1.0,125.0,0.92,Boston,0
Modern Flat on freedomTrail Apt.,North End,42.36692407605786,-71.05607592477958,Entire home/apt,2,1.0,1.0,1.0,125.0,0.96,Boston,0
Sleep on a Houseboat in Downtown!,North End,42.36235119602448,-71.05150191371274,Entire home/apt,4,1.0,2.0,3.0,212.0,0.9,Boston,0
Simple North End Apartment,North End,42.36444820170816,-71.05756044133952,Entire home/apt,2,1.0,2.0,2.0,200.0,0.94,Boston,1
"Modern Apt, Heart of North End",North End,42.36515136677236,-71.05679220058173,Entire home/apt,2,1.0,1.0,1.0,180.0,0.93,Boston,0
 Cozy Spot in Boston's Little Italy,Allston-Brighton,42.365762758846415,-71.0573561236276,Entire home/apt,2,1.0,1.0,1.0,165.0,0.87,Boston,1
Cozy Nautical North End Apt,North End,42.36620466307457,-71.05523086105592,Entire home/apt,2,1.0,1.0,1.0,120.0,1.0,Boston,0
A beaufiful 1BD w/office and a private roof deck,North End,42.363365249484055,-71.05482187868908,Entire home/apt,3,1.0,2.0,2.0,250.0,0.94,Boston,1
"Best Boston location, 2BR (M#1)",North End,42.3632181952717,-71.05144793079053,Entire home/apt,4,2.0,2.0,2.0,129.0,0.89,Boston,0
Bedroom available in the North End,North End,42.36362341247903,-71.0549696650742,Private room,2,1.0,1.0,1.0,80.0,0.94,Boston,1
Lodging at Boston Harbor (2 BR),North End,42.36616888440692,-71.05040048545088,Entire home/apt,5,1.0,2.0,2.0,160.0,0.8,Boston,0
Spacious cozy Little Italy,North End,42.365468834510295,-71.0519644460137,Private room,2,1.0,1.0,1.0,145.0,0.94,Boston,0
Quiet 1BR in the heart of the North End,North End,42.364735243335424,-71.05412820463829,Entire home/apt,3,1.0,1.0,1.0,131.0,0.92,Boston,0
Upscale Faneuil Hall / N. End Oasis,North End,42.36345601590144,-71.05720716569732,Entire home/apt,3,1.0,1.0,2.0,150.0,0.97,Boston,0
The Golden Slipper,North End,42.36366047776044,-71.05023194381583,Entire home/apt,6,2.0,2.0,2.0,250.0,0.95,Boston,0
Authentic NORTH END 3br! Lil Italy!,Allston-Brighton,42.366313613838365,-71.05797830773936,Entire home/apt,9,1.0,3.0,4.0,200.0,0.87,Boston,1
Spacious 2 BR North End Apartment,North End,42.36188289681091,-71.05296259185997,Entire home/apt,4,1.0,2.0,2.0,200.0,1.0,Boston,0
Charming freedom trail apartment,North End,42.36570948284029,-71.05560297770906,Entire home/apt,2,1.0,1.0,1.0,125.0,0.92,Boston,0
Charming loft in the North End!,North End,42.36565753825271,-71.0558817276351,Entire home/apt,2,1.0,1.0,1.0,250.0,0.97,Boston,0
Boston Oasis!,North End,42.36182817877077,-71.05248303684002,Entire home/apt,3,1.0,1.0,1.0,250.0,0.95,Boston,0
Boston Huge 1BR Best location (h2b),North End,42.365096611553554,-71.0536460038337,Entire home/apt,5,1.0,1.0,4.0,109.0,0.89,Boston,0
2 bedroom condo in Downtown Boston,North End,42.36381372618179,-71.05159627177609,Entire home/apt,4,1.0,2.0,2.0,180.0,0.93,Boston,0
"Three beds, Authentic North End, second floor!",North End,42.36677260940947,-71.05759193084558,Entire home/apt,6,1.0,2.0,3.0,245.0,0.94,Boston,1
"North End, 1 Bed Apt w/ office, Boston",North End,42.36595643952457,-71.052682097302,Entire home/apt,2,1.0,1.0,1.0,249.0,0.92,Boston,0
Best Cozy Freedom trail apartment!!,North End,42.36796047199003,-71.05572927482358,Entire home/apt,2,1.0,1.0,1.0,135.0,0.87,Boston,0
Lovely North End condo near Boston Harbor,North End,42.363032256816815,-71.05088801303482,Entire home/apt,4,1.0,1.0,4.0,300.0,1.0,Boston,0
Spacious North End pvt bed/bath,North End,42.361531670448926,-71.0537301513333,Private room,2,1.0,1.0,1.0,103.0,1.0,Boston,0
North End Boston,North End,42.365913249764176,-71.0543166266631,Private room,2,1.0,1.0,1.0,120.0,0.91,Boston,1
Cozy and Quiet North End Duplex 1 Bedroom,North End,42.36342826533969,-71.05527287496304,Entire home/apt,4,1.0,1.0,2.0,250.0,1.0,Boston,0
Private room off the Freedom Trail.,North End,42.36539015346572,-71.05438197261003,Private room,5,1.0,1.0,1.0,69.0,0.98,Boston,0
GORGEOUS WATER FRT NORTH END STUDIO,North End,42.36853097239647,-71.05362604937962,Entire home/apt,4,1.0,1.0,2.0,125.0,0.91,Boston,1
Boston Airbnb,North End,42.36508624429828,-71.0581572181063,Entire home/apt,2,1.0,1.0,1.0,225.0,0.94,Boston,1
"Bright, Spacious Loft in North End",North End,42.36509127285064,-71.05552534087607,Entire home/apt,2,1.0,1.0,1.0,240.0,1.0,Boston,0
SPACIOUS 1BR HEART OF N. END DWNTWN,North End,42.36312955912913,-71.05315937078814,Entire home/apt,3,1.0,1.0,1.0,180.0,0.97,Boston,0
Spacious studio in little italy!,Allston-Brighton,42.36641028090565,-71.05534201668304,Entire home/apt,3,1.0,0.0,1.0,200.0,0.94,Boston,1
Shared room in the heart of North End,Allston-Brighton,42.36785466743227,-71.05556521586199,Shared room,2,1.0,1.0,1.0,60.0,0.93,Boston,1
2 Bedroom in the heart of Boston,North End,42.36638427527296,-71.05704197004533,Entire home/apt,4,1.5,2.0,2.0,200.0,0.9,Boston,0
Charming north end 2brm w/ private deck,North End,42.36610196976704,-71.05192080847964,Entire home/apt,4,1.0,2.0,2.0,315.0,0.94,Boston,1
Historic North End Modern 2 Bed,North End,42.3675854905296,-71.05630475149884,Entire home/apt,4,1.0,2.0,2.0,220.0,0.96,Boston,0
Boston/gym/family friendly,North End,42.36572429281523,-71.05838780711574,Entire home/apt,4,2.0,2.0,3.0,180.0,0.96,Boston,0
Beautiful North End 1BR Apartment,North End,42.36652442067575,-71.05213169295045,Entire home/apt,2,1.0,1.0,1.0,140.0,1.0,Boston,0
Beautiful North End Apartment,North End,42.36608243548662,-71.05278059734233,Entire home/apt,2,1.0,1.0,1.0,180.0,0.94,Boston,1
North End - Little Italy,North End,42.3673587674753,-71.05565367554546,Entire home/apt,2,1.0,1.0,1.0,200.0,0.94,Boston,0
Fabulous Houseboat in Downtown! ,North End,42.36354716049731,-71.05122799559615,Entire home/apt,6,1.0,2.0,3.0,239.0,0.96,Boston,0
Spacious North End 1 BR | 1BA,North End,42.36503183045132,-71.05098528076829,Entire home/apt,4,1.0,1.0,1.0,199.0,0.98,Boston,0
North End Studio - Private Roofdeck,North End,42.36809389768917,-71.0567159807761,Entire home/apt,2,1.0,1.0,1.0,175.0,0.95,Boston,1
Spacious 3BR in Historic North End,North End,42.36542862591981,-71.05218804570609,Entire home/apt,6,1.0,3.0,3.0,175.0,0.93,Boston,0
North End Studio,North End,42.36388432196619,-71.0576493657875,Entire home/apt,2,1.0,0.0,1.0,250.0,0.94,Boston,1
"New, bright, clean,  2 bedroom, amazing location!!",North End,42.36467280126704,-71.05575617983635,Entire home/apt,6,1.0,2.0,4.0,225.0,0.95,Boston,0
Large 2 BR | 1BA in the North End,North End,42.368580987916985,-71.05358771207213,Entire home/apt,6,1.0,2.0,2.0,325.0,0.99,Boston,0
Historic Boston North End Condo,North End,42.36429253019143,-71.05452105334297,Entire home/apt,4,1.0,1.0,1.0,175.0,0.98,Boston,0
Charming 1 br in the north end,North End,42.36564449319875,-71.0553714303057,Entire home/apt,2,1.0,1.0,1.0,179.0,0.9,Boston,0
Boston  Best One Bdrm duplex (h2c),North End,42.36484711642732,-71.05233441465951,Entire home/apt,3,1.0,1.0,1.0,99.0,0.88,Boston,0
North End Get Away!,Allston-Brighton,42.36686168330336,-71.05786187744198,Entire home/apt,2,1.0,0.0,2.0,165.0,0.94,Boston,1
"Penthouse Apt + Roof, North End",North End,42.36539333738614,-71.05534796706897,Private room,2,2.0,1.0,2.0,290.0,0.97,Boston,0
Room in Apartment with Harbor View,North End,42.36394709889923,-71.05121358833368,Private room,2,1.0,1.0,1.0,130.0,0.94,Boston,1
Boston  Little Italy 2 Bdrms  (H2d),North End,42.36665816267125,-71.05192849676709,Entire home/apt,6,1.0,2.0,4.0,179.0,0.86,Boston,0
Private Room in the Cozy North End,Allston-Brighton,42.36624242072848,-71.05262024189507,Private room,2,1.0,1.0,1.0,95.0,0.97,Boston,1
"Historic 1 BDRM, 20 Steps From Old North Church",North End,42.36541467862179,-71.0561095778318,Entire home/apt,4,1.0,1.0,2.0,152.0,0.91,Boston,0
Beautiful 1BD North End/Waterfront,North End,42.362628729779146,-71.05373334539482,Entire home/apt,3,1.0,1.0,2.0,200.0,0.9,Boston,0
Cozy place in the North End,North End,42.36570747594944,-71.05770806053516,Private room,2,1.0,1.0,1.0,130.0,1.0,Boston,0
North End Gem!,North End,42.365375304014826,-71.05716528513047,Private room,4,1.5,1.0,4.0,175.0,0.96,Boston,0
"Best Boston location, 2BR (M #3)",North End,42.36381157911924,-71.05342285282114,Entire home/apt,4,1.0,2.0,3.0,139.0,0.89,Boston,0
Luxury 2brm/2bath apt in North End,North End,42.36516568906178,-71.0569439247423,Entire home/apt,4,2.0,2.0,2.0,255.0,0.96,Boston,0
2brm/2bath home away from home downtown Boston,Allston-Brighton,42.36390464107974,-71.05755214010996,Entire home/apt,4,2.0,2.0,2.0,345.0,0.94,Boston,1
awesome apartment in great location,North End,42.366522949827456,-71.05679191922822,Private room,1,2.0,1.0,1.0,50.0,0.94,Boston,1
"Best Boston location, 2BR (M #2)",North End,42.36388747644132,-71.05199168639474,Entire home/apt,4,1.0,2.0,3.0,119.0,0.87,Boston,0
Charming 1B in the heart North End,Allston-Brighton,42.36400448328387,-71.05372206866588,Entire home/apt,4,1.0,1.0,1.0,135.0,0.93,Boston,1
Renovated North End Apartment,North End,42.36495522535647,-71.05719316143391,Entire home/apt,4,1.0,2.0,2.0,200.0,1.0,Boston,0
AIR LUXE: APARTMENT @ CORNER OF LUXURY & HISTORY,North End,42.36508294109098,-71.0556096058036,Entire home/apt,2,1.0,1.0,1.0,275.0,0.93,Boston,0
"Best Boston location, 2BR (M #4)",North End,42.36395428910655,-71.05158689704922,Entire home/apt,4,1.0,2.0,3.0,139.0,0.87,Boston,0
North End 2 Bedroom Boston Condo,North End,42.36518961163914,-71.05536089324785,Entire home/apt,4,1.0,2.0,4.0,199.0,0.96,Boston,1
Boston Best furnished Studio (H2a),North End,42.36482414891366,-71.05370724459698,Entire home/apt,2,1.0,1.0,1.0,99.0,0.91,Boston,1
Little Italy spacious apartment,North End,42.36632685323933,-71.0543437678072,Entire home/apt,2,1.0,1.0,1.0,135.0,0.98,Boston,0
Excellent Location in the North End,North End,42.36484713586584,-71.05300913753506,Shared room,1,1.0,1.0,1.0,72.0,0.92,Boston,0
Urban Glamping North End Waterfront,North End,42.36253938074189,-71.05372693052655,Entire home/apt,6,1.0,2.0,1.0,45.0,0.94,Boston,1
North End Apt. w/ a view!,Allston-Brighton,42.36666890930496,-71.05642985300993,Entire home/apt,5,1.0,2.0,3.0,200.0,0.99,Boston,1
North End Furnished Condo!,North End,42.36555488748691,-71.05452259028151,Entire home/apt,2,1.0,1.0,1.0,175.0,1.0,Boston,0
Charming North End bedroom,North End,42.36440844658047,-71.05784259444194,Private room,2,1.0,1.0,1.0,175.0,1.0,Boston,0
North End flat just off Hanover Street,North End,42.36617915685983,-71.0543313618705,Entire home/apt,2,1.0,1.0,1.0,200.0,1.0,Boston,0
North End 1 BR Gem in Little Italy,North End,42.36381524933132,-71.05277960301132,Entire home/apt,4,1.0,1.0,1.0,195.0,0.97,Boston,0
North End - Salem St - Harbor,North End,42.36258545920356,-71.05565490462764,Entire home/apt,4,1.0,1.0,2.0,235.0,0.97,Boston,0
Downtown Boston | Modern 1 Bedroom | The North End,North End,42.36401224969372,-71.0568106808558,Entire home/apt,3,1.0,1.0,2.0,195.0,0.9,Boston,0
"Sunny, art-filled North End loft with fireplace",North End,42.36425947440748,-71.05590350849738,Entire home/apt,2,1.0,1.0,1.0,150.0,1.0,Boston,0
Quaint Apt in Heart of North End,North End,42.363615034186346,-71.05375512091334,Entire home/apt,4,1.0,1.0,2.0,235.0,1.0,Boston,0
North End Apartment,North End,42.36515136322868,-71.05571069569143,Entire home/apt,4,1.0,2.0,2.0,185.0,1.0,Boston,0
Comfortable quite room.,Allston-Brighton,42.31626447242212,-71.09222251913793,Private room,1,1.5,1.0,1.0,35.0,1.0,Boston,1
1 bedroom condo in Fort Hill,Allston-Brighton,42.324579347145445,-71.08963859331017,Entire home/apt,3,1.0,1.0,1.0,139.0,1.0,Boston,1
"Sweet Spot, Fort hill",Allston-Brighton,42.33021363479792,-71.09232419608031,Entire home/apt,2,1.0,1.0,1.0,145.0,0.7,Boston,1
Nice bedroom in a shared apt.,Roxbury,42.325543164544975,-71.0975705683488,Private room,2,1.0,1.0,1.0,79.0,0.7,Boston,0
Spacious 3BR in South End,Roxbury,42.335292619607465,-71.08686083420011,Entire home/apt,6,1.0,3.0,3.0,209.0,0.9,Boston,0
A1. Office/Business Suite,Roxbury,42.32999835653803,-71.09480356376261,Private room,2,2.0,1.0,1.0,99.0,0.91,Boston,0
Spacious private bedroom in house,Roxbury,42.32725296292973,-71.07558887205052,Private room,2,2.5,1.0,1.0,90.0,1.0,Boston,0
Urban Victorian-walk the city! Rm 3,Roxbury,42.32753474893862,-71.08295350482562,Private room,5,1.0,1.0,2.0,79.0,0.93,Boston,0
I have a comfy couch for you to crash on,Roxbury,42.325871996042544,-71.07755315524273,Shared room,1,1.0,1.0,1.0,22.0,0.93,Boston,0
Futon For You,Roxbury,42.325997054557135,-71.07877370147436,Shared room,2,1.5,1.0,1.0,41.0,0.93,Boston,0
Classical home 2,Roxbury,42.32172827344671,-71.07460812493156,Shared room,2,1.0,1.0,2.0,100.0,0.94,Boston,1
$99 Special! Hotel Alternative!,Roxbury,42.32980850423623,-71.09559469348262,Private room,2,1.0,1.0,1.0,145.0,0.91,Boston,1
South End Boston Brownstone,Roxbury,42.3363154341175,-71.08437459693069,Private room,2,1.0,1.0,1.0,132.0,0.89,Boston,0
COMFY TWIN DOUBLE ROOM IN BOSTON,Roxbury,42.32656999382864,-71.08279766298716,Private room,2,1.0,1.0,2.0,65.0,0.87,Boston,0
Lovely South End 1 bedroom,Roxbury,42.34000151774785,-71.08129895423689,Entire home/apt,4,1.0,1.0,2.0,167.0,0.85,Boston,1
High End South End Loft/Silver Line,Roxbury,42.33329530225683,-71.07815404379751,Private room,1,1.5,1.0,1.0,75.0,1.0,Boston,0
Cozy Room in Brownstone Building,Roxbury,42.32685151777795,-71.09354561759916,Private room,2,2.0,1.0,1.0,80.0,0.97,Boston,0
"Beautiful 2 Bedroom Apt, South End",Roxbury,42.3377838298766,-71.07967634450445,Entire home/apt,6,1.0,2.0,3.0,265.0,0.84,Boston,1
Modern Studio Apartment - South End,Roxbury,42.33823990254319,-71.08171734317412,Entire home/apt,4,1.0,1.0,2.0,150.0,0.85,Boston,1
LG room near South End w Patio,Roxbury,42.32561121993109,-71.08131715784819,Private room,2,1.0,1.0,1.0,59.0,0.83,Boston,0
$99 Special!!  Historic Comfort,Roxbury,42.32819243642796,-71.09404877118986,Private room,2,1.0,1.0,1.0,165.0,0.94,Boston,0
shared bathroom -guests only,Roxbury,42.32106313800365,-71.07531901432675,Private room,2,1.0,1.0,2.0,100.0,0.94,Boston,1
**$125 Special!  Bostons Best!!!**,Roxbury,42.32852347771993,-71.09539243911993,Entire home/apt,4,1.0,1.0,1.0,195.0,0.95,Boston,1
Newly Renovated 2 Bed in South End,Roxbury,42.33903880877507,-71.08104419980938,Entire home/apt,6,1.0,2.0,2.0,275.0,0.89,Boston,1
2BR Apt Near T Stops/I95/Boston Logan Airport,Roxbury,42.330322673596335,-71.08009631965359,Entire home/apt,5,1.0,2.0,2.0,225.0,0.6,Boston,0
Freshly Renovated Studio by T,Roxbury,42.32807881142553,-71.09619934319932,Entire home/apt,4,1.0,0.0,1.0,109.0,0.97,Boston,0
"Real Boston, off the beaten track",Roxbury,42.32642042056992,-71.09013270547341,Private room,1,1.0,1.0,1.0,85.0,0.97,Boston,0
"Authentic Boston, cozy room",Roxbury,42.32496967064587,-71.0894888766103,Private room,1,1.0,1.0,1.0,75.0,0.93,Boston,0
Comfortable  room 10 min from Boston airport,Roxbury,42.326786716280985,-71.07701299367035,Private room,2,1.0,1.0,1.0,75.0,0.94,Boston,1
Sky-room in beautiful victorian,Roxbury,42.31643567095952,-71.09391225257156,Private room,1,2.0,1.0,1.0,65.0,1.0,Boston,0
Convenient 1 bedroom on Tremont St,Roxbury,42.33814027315353,-71.08000805615907,Entire home/apt,4,1.0,1.0,1.0,167.0,0.82,Boston,1
"Modern, Spacious 1BR Sleeps 4",Roxbury,42.32909090221395,-71.0945725037219,Entire home/apt,4,1.0,1.0,2.0,159.0,0.92,Boston,0
South End / Fenway / Back Bay Unit #1 (Studio),Roxbury,42.34077278724327,-71.0821753661577,Entire home/apt,2,1.0,0.0,1.0,190.0,0.94,Boston,1
Room on Top - South End brownstone,South End,42.33690761745749,-71.0774773031623,Private room,2,1.0,1.0,1.0,95.0,0.96,Boston,0
lovely sunny room in Boston,Roxbury,42.335398292513936,-71.08259403248233,Private room,2,1.0,1.0,1.0,65.0,0.83,Boston,0
C1.  2 XL Twins,Roxbury,42.32955196801566,-71.09324127038985,Private room,2,2.0,1.0,2.0,99.0,0.88,Boston,0
2BR South End Splendor w/ Private Deck,Roxbury,42.33909993661646,-71.0805557382492,Entire home/apt,4,1.0,2.0,2.0,148.0,0.94,Boston,1
Brownstone Cozy Private Studio,Roxbury,42.329527287817655,-71.09198968675086,Entire home/apt,2,1.0,1.0,1.0,135.0,0.96,Boston,0
Studio Apartment with views,Allston-Brighton,42.3342360114782,-71.07488605131466,Entire home/apt,2,1.0,1.0,2.0,100.0,0.97,Boston,1
Large Sunny room in Boston,Roxbury,42.33588187857079,-71.08310262017217,Private room,2,1.0,1.0,1.0,65.0,0.84,Boston,0
Cozy 1 bdrm w| off street parking,Allston-Brighton,42.33157602252688,-71.09334761212074,Entire home/apt,4,1.0,1.0,2.0,140.0,0.94,Boston,1
B1. Cozy in the heart of Boston.,Allston-Brighton,42.329540610337055,-71.0931283718753,Private room,2,2.0,1.0,1.0,99.0,0.88,Boston,1
Northeastern/South End Brownstone,Roxbury,42.33418300789131,-71.08132919011918,Entire home/apt,2,1.0,1.0,1.0,135.0,0.98,Boston,0
"Private Room, Free Parking!",Roxbury,42.32295992334007,-71.06985374731195,Private room,4,1.0,1.0,2.0,89.0,0.82,Boston,0
Comfy Room (B) On A Scenic Hill,Roxbury,42.31740245059692,-71.07361200426739,Private room,2,1.0,1.0,1.0,100.0,0.8,Boston,0
Room in geographical heart of Hub ,Roxbury,42.325841851882,-71.08926850105509,Private room,1,1.0,1.0,1.0,75.0,0.95,Boston,0
Big Boston room,Roxbury,42.32464780047053,-71.0886936999829,Private room,2,0.0,1.0,1.0,90.0,1.0,Boston,0
Beautiful Studio Apt- Symphony area,Allston-Brighton,42.34022256368288,-71.082980712205,Entire home/apt,2,1.0,0.0,1.0,94.0,0.7,Boston,1
Modern living in a conveniently located brownstone,Roxbury,42.33000608786648,-71.09193883686889,Entire home/apt,2,1.0,1.0,1.0,125.0,1.0,Boston,0
Local BedNBreakfast Mins 2 Dwntown,Allston-Brighton,42.32103676511967,-71.07457879320378,Private room,2,1.0,1.0,1.0,60.0,0.58,Boston,1
C2. Middle of Boston,Roxbury,42.33018209890577,-71.09337406427696,Private room,2,2.0,1.0,2.0,99.0,0.86,Boston,0
Artist Studio in SoWa.,Roxbury,42.33473045146216,-71.07692750135247,Entire home/apt,4,1.0,0.0,2.0,100.0,0.85,Boston,0
Room w/ Desk Near T Stops/I95/Boston Logan Airport,Allston-Brighton,42.330406171011205,-71.08009648866495,Private room,2,1.0,1.0,1.0,92.0,0.8,Boston,1
1 Bdr Apt on Boston's Fort Hill,Roxbury,42.32509557087669,-71.09621956635128,Entire home/apt,4,1.0,1.0,1.0,100.0,0.97,Boston,0
Local BednBreakfast Nxt 2 Dwntown,Allston-Brighton,42.31876982350519,-71.07760194037888,Private room,2,1.0,1.0,1.0,60.0,0.62,Boston,1
