name,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,city,missing_flag
2bd Beautiful Updated Gem in Mission Dolores,Mission District,37.7615,-122.42117,Entire home/apt,5,1,2,2,500,0.98,San Francisco,0
Cute one bedroom in Cole Valley!,Cole Valley,37.7666,-122.45108,Entire home/apt,2,1,1,1,220,0.98,San Francisco,0
Spacious Light-Filled Beauty Near Dolores Park,Mission District,37.75939,-122.42117,Entire home/apt,6,2,3,3,540,1,San Francisco,0
Small sunny bedroom & more in Inner Richmond Apt,Richmond District,37.77449,-122.46522,Private room,1,1,1,1,46,0.92,San Francisco,0
Grand 1880''s Victorian 3 Bedrooms,Glen Park,37.73213,-122.436,Private room,5,1.5,3,3,500,0.97,San Francisco,0
Great apt in the Marina! Full Kitchen & Parking!,Marina,37.80009,-122.44287,Entire home/apt,2,1,1,1,169,0.94,San Francisco,0
Spacious Private Bedroom & Skylight,Outer Sunset,37.7572,-122.49858,Private room,2,1,1,1,95,0.9,San Francisco,0
Private Bedroom Attached Half Bath,Outer Sunset,37.75891,-122.49691,Private room,1,0.5,1,1,110,0.98,San Francisco,0
Ocean View...Walk to Beach and GGPark!!,Outer Sunset,37.76046,-122.50478,Entire home/apt,6,1,2,3,295,0.97,San Francisco,0
Stylish Nob Hill;  Mid Century Modern; Parking,Nob Hill,37.79183,-122.41038,Entire home/apt,2,1,1,1,140,1,San Francisco,0
Modern Noe Valley Luxury - Your Luxe Urban Oasis!,Noe Valley,37.74991,-122.42875,Entire home/apt,4,1,1,2,199,1,San Francisco,0
Private -  - Modern flat Bay Views!,Bayview,37.73201,-122.37463,Entire home/apt,2,1,1,1,99,0.99,San Francisco,0
Hidden Gem in West Soma,SoMa,37.77397,-122.41482,Entire home/apt,2,1,1,1,185,0.96,San Francisco,0
"FiDi Apartment, Close to Moscone, Salesforce, buses to South Bay",SoMa,37.78076,-122.4079,Entire home/apt,4,1,2,2,150,0.83,San Francisco,0
Ultra-modern SOMA 2BR Apt with fitness & sauna!,SoMa,37.78153,-122.39861,Entire home/apt,5,2,2,3,199,0.98,San Francisco,0
Central San Francisco Living in a Victorian Townhouse,Richmond District,37.77931,-122.46161,Entire home/apt,6,2,3,3,600,0.97,San Francisco,0
Hip Castro area 3 BR with patio,The Castro,37.75952,-122.44114,Entire home/apt,5,2.5,3,3,350,0.99,San Francisco,0
Recharge in Lush Gardens in the Heart of Bernal Heights,Bernal Heights,37.73883,-122.41529,Entire home/apt,4,1,1,2,220,0.99,San Francisco,0
Private giant stylish fully furnished room,Excelsior,37.72478,-122.43195,Private room,2,1.5,1,2,39,0.99,San Francisco,0
Gorgeous Private Room and Bath in historic flat,Potrero Hill,37.76101,-122.39262,Private room,2,1,1,2,150,0.88,San Francisco,0
"Charming Noe Valley Victorian Flat, extra large!",Noe Valley,37.75135,-122.43737,Entire home/apt,6,1.5,2,3,350,1,San Francisco,0
Modern 4Bd Edwardian Renovated Flat,Mission District,37.75758,-122.42284,Entire home/apt,7,2,4,4,339,1,San Francisco,0
Sunny Modern Loft- 2 full baths,Dogpatch,37.7641,-122.38775,Entire home/apt,4,2,0,2,224,0.99,San Francisco,0
"Sea Cliff Apartments, 3 bed, 2,000 sf + Garage",Richmond District,37.78495,-122.47812,Entire home/apt,6,1.5,2,4,165,0.84,San Francisco,0
Beautiful 1 Bedroom San Francisco Apartment,South Beach,37.79098,-122.39254,Entire home/apt,3,1,1,2,159,1,San Francisco,0
Sea Cliff Apartments: Private Garden One Bedroom,Richmond District,37.78384,-122.4793,Entire home/apt,3,1,1,2,100,0.75,San Francisco,0
"Furn 1 Bdrm 1 Ba Ocean VU, W/D, 3 MO MIN ALL UTIL",Outer Sunset,37.76293,-122.50518,Entire home/apt,2,1,1,2,117,0.98,San Francisco,0
Garden Studio Oasis in NOPA,Western Addition/NOPA,37.77808,-122.4404,Entire home/apt,2,1,1,1,199,0.99,San Francisco,0
Luxury Condo - 1 Bed 1 Bath - Private Condo,South Beach,37.78659,-122.38976,Entire home/apt,2,1,1,1,250,1,San Francisco,0
"Heart of Mission - 2 bdrm w bath, baby Victorian",Mission District,37.7527,-122.41152,Private room,4,1,2,2,268,0.97,San Francisco,0
Explore the Castro Area from a Stylish Condo,Duboce Triangle,37.76622,-122.43067,Entire home/apt,4,2,2,2,240,1,San Francisco,0
Luxurious North Beach Flat,North Beach,37.8055,-122.41316,Entire home/apt,5,2,2,2,181,0.98,San Francisco,0
Guest Room in totally remodeled Mission Victorian,Crocker Amazon,37.71099,-122.44813,Private room,2,2,1,1,75,0.97,San Francisco,0
My Castle.,Lakeshore,37.73412,-122.47902,Entire home/apt,7,2,3,4,295,0.97,San Francisco,0
"Large, New Furniture,24-hour security in Best Area",Nob Hill,37.79072,-122.41345,Entire home/apt,2,1,1,1,230,0.98,San Francisco,0
SPECTACULAR FLAT BY OCEAN 30 day minimum,Richmond District,37.78009,-122.50854,Entire home/apt,4,1,2,2,150,1,San Francisco,0
Golden Gate Chamber,Western Addition/NOPA,37.77814,-122.44079,Private room,2,1,1,1,100,1,San Francisco,0
"Beautiful Balcony, 2 Rooms, 3 Beds, Free Parking",Bayview,37.7287,-122.38981,Private room,4,2,2,3,150,0.94,San Francisco,0
"Private room in The Mission, excellent location!",Mission District,37.75558,-122.41443,Private room,4,1.5,1,2,150,0.98,San Francisco,0
CHARMING VINTAGE PAC HEIGHTS HOME-HEART OF SF,Western Addition/NOPA,37.78526,-122.44257,Entire home/apt,6,1.5,3,4,180,0.97,San Francisco,0
Casa Martony and Zen Garden,Mission Terrace,37.72527,-122.43802,Entire home/apt,8,2,3,4,275,0.6,San Francisco,0
Beautiful Spacious apartment in the Noe Valley,Mission District,37.75582,-122.42421,Entire home/apt,3,1,2,2,159,0.96,San Francisco,0
"Gorgeous Balcony, 2 Rooms, 3 Beds, & Kitchen",Bayview,37.72828,-122.38974,Private room,5,2,2,3,200,0.94,San Francisco,0
Nice clean bedroom near Ocean Beach,Outer Sunset,37.7593,-122.50366,Private room,2,1,1,1,92,0.99,San Francisco,0
Mission Artist''s Studio on Lucky St.,Mission District,37.75101,-122.41246,Entire home/apt,2,1,1,1,120,0.99,San Francisco,0
Private Room & Bathroom in SF,Excelsior,37.7267,-122.42032,Private room,2,1,1,1,58,0.85,San Francisco,0
Full house,Crocker Amazon,37.70837,-122.46033,Entire home/apt,10,4,6,8,689,0.93,San Francisco,0
"Large Private Hotel Bedrm, close SF downtown",SoMa,37.78258,-122.39509,Private room,5,2,2,3,118,0.8,San Francisco,0
private room/shared bathroom,Outer Sunset,37.74832,-122.49904,Private room,2,1,1,1,69,0.93,San Francisco,0
Private Flat in SF,Excelsior,37.72644,-122.41875,Entire home/apt,4,1,1,2,109,0.9,San Francisco,0
1Bedroom in SF home.,Excelsior,37.72477,-122.41988,Private room,2,1.5,1,1,55,0.89,San Francisco,0
The Bartlett QUEEN,Union Square,37.78589,-122.40952,Private room,2,1,0,1,75,0.88,San Francisco,0
Cozy Duboce Triangle Bedroom with Private Bathroom,Duboce Triangle,37.76733,-122.4324,Private room,1,1.5,1,1,105,0.99,San Francisco,0
Two Bedroom with Back Patio and Hot Tub,Potrero Hill,37.7582,-122.4024,Entire home/apt,4,2,2,2,195,0.99,San Francisco,0
Corporate 1BR #3 in Nob Hill,Nob Hill,37.79194,-122.40765,Entire home/apt,2,1,1,1,123,0.98,San Francisco,0
Downtown SF Studio Apartment Near Civic Center,Civic Center,37.781,-122.41952,Entire home/apt,3,1,0,1,150,1,San Francisco,0
Telegraph Hill Suite Spot,Telegraph Hill,37.80159,-122.40281,Entire home/apt,2,1,1,1,225,0.99,San Francisco,0
SF Sunrise Room Near Fillmore District,Western Addition/NOPA,37.78158,-122.44033,Private room,3,1.5,1,2,140,0.96,San Francisco,0
Beach & Park Private Studio Separate  Entrance,Outer Sunset,37.7631,-122.5032,Private room,2,1,1,1,85,0.96,San Francisco,0
Charming Noe Valley garden view,Noe Valley,37.74712,-122.42523,Private room,2,1,1,1,119,0.95,San Francisco,0
Spacious and Comfortable Apartment,Outer Sunset,37.76104,-122.49091,Entire home/apt,4,1,2,2,150,0.94,San Francisco,0
The Bartlett QUEEN,Downtown,37.78622,-122.40958,Private room,2,1,0,1,119,0.91,San Francisco,0
The Bartlett QUEEN,Union Square,37.78701,-122.40924,Entire home/apt,2,1,0,1,119,0.87,San Francisco,0
The Bartlett QUEEN,Union Square,37.78598,-122.40774,Entire home/apt,2,1,0,1,78,0.89,San Francisco,0
"Airy, Modern Studio in Central San Francisco",Civic Center,37.78111,-122.41967,Entire home/apt,3,1,0,1,150,1,San Francisco,0
Charming Cottage in Haight-Ashbury Garden,Lower Haight,37.77063,-122.43731,Entire home/apt,2,1,1,1,160,0.99,San Francisco,0
Private room located in SF,Excelsior,37.7259,-122.41849,Private room,2,1,1,1,48,0.84,San Francisco,0
A2-Parkside Newly built studio w/private entrance,Outer Sunset,37.74466,-122.49111,Private room,2,1,1,1,62,1,San Francisco,0
Outer Mission Private Bed & Bath w. Own Entrance,Excelsior,37.72452,-122.43242,Private room,3,1,1,2,100,0.93,San Francisco,0
Designer luxury home at entry to Golden Gate Park,Western Addition/NOPA,37.77271,-122.45337,Entire home/apt,4,2,2,2,200,0.98,San Francisco,0
Sunny Glen Park,Glen Park,37.7342,-122.43265,Private room,2,1,1,1,75,0.97,San Francisco,0
Room in Penthouse!,Crocker Amazon,37.71127,-122.44895,Private room,1,2,1,1,55,0.93,San Francisco,0
Chic North Waterfront Condo with Parking!,Telegraph Hill,37.80502,-122.40632,Entire home/apt,2,1,1,1,179,1,San Francisco,0
Charming 2BR Noe Valley Home with Lovely Garden,Noe Valley,37.74789,-122.43866,Entire home/apt,6,1,2,2,325,1,San Francisco,0
Spacious Noe Valley Garden Oasis,Noe Valley,37.74803,-122.42458,Entire home/apt,4,1,2,2,219,0.95,San Francisco,0
Affordable private room in SF,Excelsior,37.72627,-122.41832,Private room,2,1,1,1,48,0.89,San Francisco,0
House at the top of Potrero Hill,Potrero Hill,37.75958,-122.40087,Entire home/apt,7,1.5,3,3,348,0.97,San Francisco,0
Spacious and Quiet Room in Heart of the Mission,Mission District,37.76535,-122.41688,Private room,2,2,1,1,110,0.96,San Francisco,0
Bernal Heights Garden Studio,Bernal Heights,37.73722,-122.42265,Entire home/apt,2,1,0,1,125,0.98,San Francisco,0
3 mins walk to Castro Neighborhood & transport,Duboce Triangle,37.7659,-122.4347,Entire home/apt,4,1,2,2,290,0.99,San Francisco,0
Large Bright 2 Bedroom w L Deck & One Free Parking,Outer Sunset,37.7616,-122.49496,Entire home/apt,5,1.5,2,2,225,0.98,San Francisco,0
The Bartlett QUEEN,Union Square,37.78708,-122.40973,Private room,2,1,0,1,112,0.88,San Francisco,0
#3 Private Room in Hostel-Style House in Bayview,Bayview,37.73264,-122.38793,Private room,2,3,1,2,60,0.87,San Francisco,0
"House in Noe/Mission, 1800+ sq ft, garage",Noe Valley,37.7441,-122.4237,Entire home/apt,5,2,3,4,250,1,San Francisco,0
Cozy Corner 1x1 in the Sunny Mission!,Mission District,37.7643,-122.417,Entire home/apt,3,1,0,1,100,0.98,San Francisco,0
"Perfect Room near CCSF, easy parking, quiet, cozy.",Balboa Terrace,37.72728,-122.45805,Private room,2,0.5,1,1,63,0.94,San Francisco,0
"Private room near CCSF, easy parking, quiet, cozy.",Balboa Terrace,37.72935,-122.45705,Private room,1,0.5,1,1,59,0.97,San Francisco,0
Spacious Noe Valley Studio w/parking,Noe Valley,37.74864,-122.4366,Entire home/apt,4,1,0,2,200,1,San Francisco,0
The Bartlett QUEEN,Downtown,37.78565,-122.40948,Private room,2,1,0,1,110,0.9,San Francisco,0
Beautiful and Large Mission Oasis,Mission District,37.75834,-122.41143,Entire home/apt,5,1.5,2,3,310,1,San Francisco,0
Bright and Spacious Lower 2BD Flat Inner Sunset,Inner Sunset,37.76315,-122.47008,Entire home/apt,4,1,2,2,215,0.98,San Francisco,0
ATT Ballpark private hotel bedrm in Soma,SoMa,37.78134,-122.39541,Private room,3,2.5,1,2,98,0.88,San Francisco,0
Secluded 1BR Condo in Centra SoMa,SoMa,37.77475,-122.40829,Entire home/apt,2,1,1,1,190,1,San Francisco,0
"Newly Remodeled, Totally Private Suite W/Parking",Ingleside,37.71932,-122.45635,Entire home/apt,7,1,2,4,158,0.96,San Francisco,0
Modern and Chill Luxury in the Heart of SF!,SoMa,37.77679,-122.41438,Private room,2,1,1,1,89,1,San Francisco,0
The Mission- Streetside Sunny Apt,Mission District,37.76668,-122.41703,Private room,2,2,1,1,105,0.93,San Francisco,0
5 STAR RATED PRIVATE STUDIO WITH PANORAMIC VIEW,Sunnyside,37.7365,-122.45413,Entire home/apt,2,1,1,1,97,0.99,San Francisco,0
Twin Peaks charm,Twin Peaks,37.74827,-122.45028,Entire home/apt,4,1,2,3,285,1,San Francisco,0
City Refuge w Private Entrance+Spacious Backyard,Ingleside,37.72027,-122.45785,Entire home/apt,2,1,1,1,108,0.97,San Francisco,0
Villa Balboa between Golden Gate Bridge and Park,Richmond District,37.77701,-122.48901,Entire home/apt,8,2,3,4,199,0.95,San Francisco,0
Garden Studio in the Lower Haight,Lower Haight,37.77364,-122.43263,Entire home/apt,2,1,0,1,159,0.98,San Francisco,0
"Stylish, cozy, private studio in Bernal Heights",Bernal Heights,37.74569,-122.41758,Entire home/apt,2,1,0,1,110,0.99,San Francisco,0
Inner Sunset Sanctuary,Inner Sunset,37.76053,-122.46307,Entire home/apt,4,2.5,2,2,166,0.98,San Francisco,0
Victorian Room for Simple Well-Being & Convenience,Alamo Square,37.77738,-122.4312,Private room,1,1.5,1,1,83,0.92,San Francisco,0
1bd in 3bd Apt Centrally Located in SF,Lower Haight,37.77314,-122.43316,Private room,1,2,1,1,200,0.87,San Francisco,0
"Private room(Green)near CCSF, easy parking, quiet.",Balboa Terrace,37.72785,-122.45791,Private room,2,0.5,1,1,58,0.96,San Francisco,0
Beautiful Room in DT San Francisco,Downtown,37.7877,-122.41367,Private room,1,1,1,1,53,0.73,San Francisco,0
Cole Valley Jewel 1 BR,Cole Valley,37.76586,-122.45408,Entire home/apt,2,1,1,1,130,0.93,San Francisco,0
Sunny + Large 1 Bedroom near Fillmore/Divisadero,Western Addition/NOPA,37.78517,-122.44438,Entire home/apt,2,1.5,1,1,210,1,San Francisco,0
"Private room(Red) near CCSF, easy parking, quiet.",Balboa Terrace,37.72767,-122.45858,Private room,1,0.5,1,1,58,0.88,San Francisco,0
"Private room(White)near CCSF, easy parking, quiet.",Balboa Terrace,37.72918,-122.45664,Private room,1,0.5,1,1,58,0.95,San Francisco,0
"Private single room, half bath safe neighborhood",Richmond District,37.77746,-122.44773,Private room,2,1.5,1,1,77,0.95,San Francisco,0
Gorgeous 3BR/3BA House in Mission District,Mission District,37.75241,-122.41126,Entire home/apt,6,3,3,3,350,1,San Francisco,0
City Retreat: Stunning Views from All 3 Floors,Diamond Heights,37.74132,-122.43705,Entire home/apt,6,3,3,3,295,1,San Francisco,0
Cozy Home Bay Bridge Views 1 block to McLaren Park,Portola,37.72386,-122.41869,Entire home/apt,4,1,2,2,185,0.94,San Francisco,0
1393C Cozy Private Bedroom near Daly City Subway,Crocker Amazon,37.70855,-122.46573,Private room,2,2,1,1,80,0.92,San Francisco,0
Bea''s BnB,Richmond District,37.7783,-122.45182,Entire home/apt,1,1,1,1,159,0.99,San Francisco,0
Luxury Harry Potter themed Room in Downtown SF,SoMa,37.77672,-122.41628,Private room,5,1,1,2,128,1,San Francisco,0
Private room/bath & entrance -  2 blks from BART,Mission Terrace,37.73065,-122.43037,Private room,2,1,1,1,129,0.98,San Francisco,0
1393A Large Double Beds Room near Daly City Subway,Crocker Amazon,37.70828,-122.46432,Private room,4,2,1,2,107,0.93,San Francisco,0
Cole Valley Casa,Cole Valley,37.76285,-122.44953,Entire home/apt,6,1.5,3,4,400,0.97,San Francisco,0
Odeon Luxury Loft,Union Square,37.78719,-122.40718,Entire home/apt,3,1.5,1,2,300,1,San Francisco,0
Penthouse Studio with the View in San Francisco,Outer Sunset,37.74225,-122.49639,Entire home/apt,3,1,0,2,155,0.98,San Francisco,0
Liberty Hill View Home with Parking,Mission District,37.75805,-122.42255,Entire home/apt,6,2.5,3,3,450,1,San Francisco,0
A quiet bright apt in the middle of NOPA!,Western Addition/NOPA,37.77917,-122.44069,Entire home/apt,4,1,2,2,185,1,San Francisco,0
Master bedroom at the top of Potrero Hill,Potrero Hill,37.75915,-122.40275,Private room,2,1.5,1,1,95,0.96,San Francisco,0
Living Space with Queen size mattress,Crocker Amazon,37.71182,-122.45112,Private room,1,2,1,1,50,1,San Francisco,0
Studio w/ huge views & a hot tub above the Castro!,The Castro,37.76238,-122.44457,Entire home/apt,2,1,0,1,160,0.98,San Francisco,0
Unique home near USF,Richmond District,37.77981,-122.45494,Entire home/apt,12,2.5,4,7,700,1,San Francisco,0
Jackson Square/ Ferry Bldg. Pied-a-terre.,Financial District,37.7978,-122.40058,Entire home/apt,2,1,1,1,250,1,San Francisco,0
Private Room in Telegraph Hill Apt with Views,Telegraph Hill,37.80037,-122.40354,Private room,2,1,1,1,90,0.98,San Francisco,0
Charming 3BR Victorian in NoPa W/Modern Upgrades,Western Addition/NOPA,37.7778,-122.43854,Entire home/apt,7,1,3,5,260,0.94,San Francisco,0
Mission Bay/SOMA with an Oakland Bay view,Potrero Hill,37.76267,-122.39474,Entire home/apt,4,1,2,2,200,0.95,San Francisco,0
Cozy Garden Cottage,Sunnyside,37.73095,-122.44469,Entire home/apt,2,1,1,1,95,0.99,San Francisco,0
#102  Private Room in Hostel-Style house,Bayview,37.73437,-122.38882,Private room,2,1,1,1,65,0.82,San Francisco,0
Private suite with bath near UCSF and GGPark,Inner Sunset,37.75849,-122.47023,Entire home/apt,2,1,0,1,130,1,San Francisco,0
"1 BD beauty w/pkg, 15 min to dwnt",Sunnyside,37.73329,-122.45835,Entire home/apt,4,1,1,1,180,0.97,San Francisco,0
Glen Park Bedroom + Neighborhood Parking,Glen Park,37.73366,-122.43346,Private room,1,1,1,1,100,0.92,San Francisco,0
2-Bedroom Victorian Flat in Dogpatch,Dogpatch,37.75928,-122.38938,Entire home/apt,4,2,2,2,550,0.99,San Francisco,0
Panoramic Views + Modern Noe Home (Hosted),Noe Valley,37.75152,-122.44197,Entire home/apt,4,1,2,2,295,0.93,San Francisco,0
Fabulous Mission 2 Bdr Condo!,Mission District,37.75987,-122.41602,Entire home/apt,4,1,2,2,475,0.95,San Francisco,0
Designers'' Garden Retreat,Inner Sunset,37.74325,-122.46906,Entire home/apt,4,1,1,2,125,0.98,San Francisco,0
"SF Union Square, unbeatable location! (4)",Downtown,37.7887,-122.41133,Entire home/apt,4,1,0,2,259,0.98,San Francisco,0
501 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,Union Square,37.7903,-122.40693,Private room,4,1,1,2,129,0.87,San Francisco,0
Quiet Room in Apartment near Golden Gate Park,Richmond District,37.77678,-122.46126,Private room,2,1,1,1,1064,0.99,San Francisco,0
Beautiful/Bright Living Space and 4 Bedrooms,Oceanview,37.716,-122.45425,Entire home/apt,5,1.5,4,4,195,0.95,San Francisco,0
Charming Pacific Heights Bed and Breakfast,Pacific Heights,37.79356,-122.43017,Private room,2,1,1,1,239,0.97,San Francisco,0
"South Beach/SOMA Loft, (Private bedroom and bath)",SoMa,37.77944,-122.39265,Private room,2,1,1,1,119,0.98,San Francisco,0
The Retreat,Excelsior,37.72632,-122.42973,Entire home/apt,2,1,1,1,120,0.96,San Francisco,0
beautiful apartment in great location,Richmond District,37.78031,-122.45079,Entire home/apt,5,1,2,4,125,1,San Francisco,0
Spacious two-bedroom in San Francisco Victorian,Bayview,37.73504,-122.39281,Entire home/apt,4,1,2,2,135,0.95,San Francisco,0
"Ultimate luxury in chic modern 1br, Best location",Hayes Valley,37.77652,-122.42311,Entire home/apt,3,1,1,1,145,1,San Francisco,0
Entire Home,Diamond Heights,37.74531,-122.44344,Entire home/apt,6,2,3,3,225,1,San Francisco,0
Specious ground floor house in Noe Valley 3B&2B,Noe Valley,37.74421,-122.42507,Entire home/apt,4,2,3,3,230,1,San Francisco,0
404 - Clean Hotel Room in PERFECT LOCATION,Financial District,37.79009,-122.40629,Private room,2,1,1,1,109,0.85,San Francisco,0
Private Floor of Grand Marina Waterfront Home,Marina,37.80515,-122.4357,Entire home/apt,2,1,1,1,240,0.98,San Francisco,0
Luxury 2BR in Haight Ashbury Dist-Buena Vista Park,Haight-Ashbury,37.77169,-122.439,Entire home/apt,4,1,2,2,349,0.92,San Francisco,0
"Luxury SOMA Condo with City View, 24-hr Concierge",SoMa,37.78053,-122.39814,Entire home/apt,2,1,1,1,200,0.98,San Francisco,0
Zen Captured Noe Valley House,Noe Valley,37.7449,-122.43067,Entire home/apt,5,1,2,2,350,0.97,San Francisco,0
Garden 2BR Condo/Great Location/Lower Pac Heights,Western Addition/NOPA,37.78577,-122.44146,Entire home/apt,4,1,2,3,199,0.9,San Francisco,0
Beautiful & Sunny Home in Bernal Heights,Bernal Heights,37.73843,-122.42177,Entire home/apt,5,1.5,3,3,325,0.98,San Francisco,0
"Spacious Charming Guest Suite, Noe Valley",Noe Valley,37.75393,-122.43683,Private room,1,1,1,1,135,0.98,San Francisco,0
Bedroom at the top of Potrero Hill,Potrero Hill,37.75953,-122.40271,Private room,1,1.5,1,1,80,0.95,San Francisco,0
Cozy room in Castro Edwardian - 15 min to downtown,The Castro,37.75997,-122.44155,Private room,1,1,1,1,110,0.97,San Francisco,0
The Sea Monster in Nopa,Western Addition/NOPA,37.77492,-122.44027,Private room,1,1,1,1,150,1,San Francisco,0
Wyndham Canterbury 1 Bedroom Presidential,Downtown,37.78795,-122.41393,Entire home/apt,4,1,1,2,480,0.93,San Francisco,0
Mid Century Meets Southern Hospitality in Bayview,Bayview,37.73906,-122.38537,Entire home/apt,6,1,2,2,213,0.97,San Francisco,0
4-Story Central Oasis with a Skyline Patio View,SoMa,37.77682,-122.40745,Entire home/apt,8,1.5,2,2,580,0.98,San Francisco,0
Fun mansion for startups and freelancers.,North Beach,37.80156,-122.41008,Shared room,1,2,1,1,80,0.97,San Francisco,0
Awesome villa for change makers in North Beach.,North Beach,37.80239,-122.41004,Shared room,1,2,1,1,49,0.99,San Francisco,0
Villa for crypto hodlers and risk takers.,Telegraph Hill,37.80122,-122.40844,Private room,1,2,1,1,80,0.95,San Francisco,0
1Bdrm PRESIDENTIAL CONDO in Wyndham Canterbury,Downtown,37.78967,-122.41188,Private room,4,1,1,2,299,1,San Francisco,0
Cozy San Francisco experience in Westwood Park!,Balboa Terrace,37.72923,-122.46063,Private room,2,1,1,1,88,0.96,San Francisco,0
Gracious Home Nestled In Prestigious Forest Hills,Forest Hill,37.7426,-122.45936,Entire home/apt,3,1,3,3,280,1,San Francisco,0
1 BDRM Deluxe Condo in Wyndham Canterbury,Downtown,37.78782,-122.41374,Private room,4,1,1,2,399,0.7,San Francisco,0
BERNAL HEIGHTS/MISSION 600 Sqft/Private Entry&Bath,Bernal Heights,37.73902,-122.42146,Entire home/apt,3,1,1,2,125,0.99,San Francisco,0
Bernal Nook,Bernal Heights,37.74471,-122.42032,Entire home/apt,2,1,0,1,99,1,San Francisco,0
1Bdrm LUXURY CONDO Wyndham Canterbury *Great Rate!,Downtown,37.78952,-122.41309,Private room,4,1,1,1,369,0.98,San Francisco,0
Modern CondoWYNDHAM CANTERBURY 1Bdrm w/kitchenette,Downtown,37.78811,-122.41374,Private room,4,1,1,2,399,1,San Francisco,0
"Lovely Home, Great Noe Valley/Castro Locale for 5",The Castro,37.7542,-122.44029,Entire home/apt,5,1,2,2,250,0.99,San Francisco,0
Modern Master Suite/Private Bath. Work Desk. SOMA.,SoMa,37.77496,-122.39624,Private room,2,1,1,1,139,1,San Francisco,0
Simplistic Crocker Suite,Crocker Amazon,37.70927,-122.44855,Entire home/apt,3,1,1,1,115,0.98,San Francisco,0
Completely renovated room w/private bath,The Castro,37.76196,-122.43323,Private room,1,1,1,1,97,1,San Francisco,0
2 BR Beautiful Loft in â€šÃ¹Â§ of SOMA | â€šÃºÃ®Washer/Dryer,SoMa,37.77788,-122.40363,Entire home/apt,6,1.5,2,3,549,0.91,San Francisco,0
"201 - Private & Clean, 2 beds, Sleeps 4 people!",Union Square,37.79006,-122.40663,Private room,4,1,1,2,92,0.86,San Francisco,0
"SF Union Square, unbeatable location! (4)",Downtown,37.78712,-122.40935,Entire home/apt,4,1,0,2,259,0.96,San Francisco,0
"Comfortable, private, garden level apartment.",Western Addition/NOPA,37.78029,-122.43447,Entire home/apt,2,1,0,1,175,0.98,San Francisco,0
Bernal Heights Mission Studio,Bernal Heights,37.73612,-122.4211,Entire home/apt,2,1,0,1,87,1,San Francisco,0
Glen Park 1 bedroom apartment,Glen Park,37.73679,-122.43864,Entire home/apt,2,1,1,1,118,0.96,San Francisco,0
Room in Modern Condo,Crocker Amazon,37.71034,-122.44854,Private room,1,2,1,1,65,0.95,San Francisco,0
Garden Oasis in the heart of San Francisco,Western Addition/NOPA,37.78567,-122.44339,Entire home/apt,4,1,2,2,150,1,San Francisco,0
"Worldmark 1BR/2BA:Sleeps4, Walk to DreamForce!",Nob Hill,37.79073,-122.40771,Entire home/apt,4,2,1,2,800,1,San Francisco,0
Brand New Bernal Heights One Bedroom with Garden,Bernal Heights,37.74185,-122.41875,Entire home/apt,2,1,1,2,96,0.97,San Francisco,0
[10min Moscone] Cozy Room with sunny deck,Mission District,37.75285,-122.41865,Private room,2,1,1,1,195,0.91,San Francisco,0
Guest Room in Luxury Building,South Beach,37.78663,-122.39117,Private room,1,1,1,1,125,0.97,San Francisco,0
Large Mission Dolores Flat in Classic Victorian,Mission District,37.76804,-122.42686,Entire home/apt,4,1,2,2,220,1,San Francisco,0
"Private Bed/Bath modern SOMA Apt, San Francisco",SoMa,37.7763,-122.41568,Private room,2,1,1,1,135,0.99,San Francisco,0
Sea Cliff Apartments: Private Garden One Bedroom,Richmond District,37.78484,-122.47973,Entire home/apt,4,1,1,2,110,1,San Francisco,0
Elegant 2BR/1.5BR Apartment - Corp/Extended Stay,Nob Hill,37.79405,-122.41088,Entire home/apt,4,1.5,2,3,160,1,San Francisco,0
Private Room in DT SF - Amazing location in DT,Downtown,37.78786,-122.41593,Private room,1,1,1,1,46,0.8,San Francisco,0
Wyndham Canterbury 1 Bedroom Condo with Kitchen,Downtown,37.78806,-122.41373,Private room,4,1,1,2,599,0.98,San Francisco,0
"Stylish, Colorful House with Backyard Oasis",Richmond District,37.77436,-122.48103,Entire home/apt,6,2.5,3,4,300,0.99,San Francisco,0
Upscale 2 Bedroom/1.5 Bath with Private Entry,Richmond District,37.77653,-122.47387,Entire home/apt,4,1.5,2,2,195,0.98,San Francisco,0
Private Condo + Patio | Glen Park,Sunnyside,37.73303,-122.44208,Entire home/apt,4,1,1,3,248,0.98,San Francisco,0
Spacious.Free Parking.Own Entrance,Diamond Heights,37.7414,-122.44283,Entire home/apt,2,1,1,1,109,0.96,San Francisco,0
Large room in perfect Bernal Heights (Female Only),Bernal Heights,37.73978,-122.41977,Private room,1,1,1,1,75,1,San Francisco,0
SEA CLIFFS - CHARMING THREE BEDROOM FLAT,Richmond District,37.78547,-122.47922,Entire home/apt,6,1.5,3,5,175,0.92,San Francisco,0
Stroll to Golden Gate Park from a Modern Oasis,Lower Haight,37.77182,-122.43915,Entire home/apt,3,1,1,1,350,0.98,San Francisco,0
1bdrm Wyndham Canterbury*SPECIAL BOOK NOW PRICING!,Downtown,37.78809,-122.41196,Private room,4,1,1,2,339,1,San Francisco,0
Artsy Cozy & Near Great Hikes,Portola,37.72147,-122.40868,Private room,3,1,1,1,69,0.95,San Francisco,0
